,date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
0,#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
5827,2012-08-15,Plantains - Wholesale,KG,vegetables and fruits,990.0,UGX,Uganda,Lira,47082,Lira,263.0,147,14.0,5.0,4,263_147_14_5,
3960,2012-09-15,Maize flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Kampala,42182,Owino,258.0,76,15.0,5.0,1,258_76_15_5,
6205,2012-09-15,Sorghum - Retail,KG,cereals and tubers,1934.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,65,15.0,5.0,1,264_65_15_5,
3727,2012-09-15,Cassava flour - Wholesale,KG,cereals and tubers,1191.75,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
887,2012-09-15,Maize flour - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,76,15.0,5.0,1,257_76_15_5,
2122,2012-09-15,Sorghum - Retail,KG,cereals and tubers,934.0,UGX,Uganda,Iganga,42179,Iganga,259.0,65,15.0,5.0,1,259_65_15_5,
6513,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,1700.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,74,15.0,5.0,1,264_74_15_5,
5455,2012-09-15,Cassava flour - Wholesale,KG,cereals and tubers,800.0,UGX,Uganda,Lira,47082,Lira,263.0,74,14.0,5.0,1,263_74_14_5,
1579,2012-09-15,Maize flour - Retail,KG,cereals and tubers,1800.0,UGX,Uganda,Gulu,3111,Gulu,262.0,76,15.0,5.0,1,262_76_15_5,
5828,2012-09-15,Plantains - Wholesale,KG,vegetables and fruits,1000.0,UGX,Uganda,Lira,47082,Lira,263.0,147,14.0,5.0,4,263_147_14_5,
727,2012-09-15,Sorghum - Retail,KG,cereals and tubers,800.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,65,15.0,5.0,1,257_65_15_5,
4265,2012-09-15,Plantains - Retail,KG,vegetables and fruits,916.75,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
793,2012-09-15,Millet - Retail,KG,cereals and tubers,2063.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,73,15.0,5.0,1,257_73_15_5,
6401,2012-09-15,Millet - Retail,KG,cereals and tubers,2800.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,73,15.0,5.0,1,264_73_15_5,
2028,2012-09-15,Beans - Retail,KG,pulses and nuts,1800.0,UGX,Uganda,Iganga,42179,Iganga,259.0,50,15.0,5.0,5,259_50_15_5,
3838,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,1467.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
3388,2012-09-15,Sorghum - Retail,KG,cereals and tubers,1092.0,UGX,Uganda,Kampala,42182,Owino,258.0,65,15.0,5.0,1,258_65_15_5,
840,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,74,15.0,5.0,1,257_74_15_5,
1774,2012-09-15,Sorghum - Retail,KG,cereals and tubers,900.0,UGX,Uganda,Jinja,3114,Jinja,260.0,65,15.0,5.0,1,260_65_15_5,
4154,2012-09-15,Plantains - Wholesale,KG,vegetables and fruits,800.25,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
694,2012-09-15,Beans - Retail,KG,pulses and nuts,1500.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,50,15.0,5.0,5,257_50_15_5,
5244,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,500.0,UGX,Uganda,Lira,47082,Lira,263.0,67,15.0,5.0,1,263_67_15_5,
4702,2012-09-15,Beans - Wholesale,MT,pulses and nuts,1504.7461,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
1818,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,775.0,UGX,Uganda,Jinja,3114,Jinja,260.0,67,15.0,5.0,1,260_67_15_5,
2528,2012-09-15,Maize flour - Retail,KG,cereals and tubers,1634.0,UGX,Uganda,Iganga,42179,Iganga,259.0,76,15.0,5.0,1,259_76_15_5,
2849,2012-09-15,Beans - Retail,KG,pulses and nuts,2067.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
6625,2012-09-15,Maize flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,76,15.0,5.0,1,264_76_15_5,
1975,2012-09-15,Maize flour - Retail,KG,cereals and tubers,1675.0,UGX,Uganda,Jinja,3114,Jinja,260.0,76,15.0,5.0,1,260_76_15_5,
1862,2012-09-15,Millet - Retail,KG,cereals and tubers,2450.0,UGX,Uganda,Jinja,3114,Jinja,260.0,73,15.0,5.0,1,260_73_15_5,
1253,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,767.0,UGX,Uganda,Gulu,3111,Gulu,262.0,67,15.0,5.0,1,262_67_15_5,
3142,2012-09-15,Maize - Retail,KG,cereals and tubers,950.0,UGX,Uganda,Kampala,42182,Owino,258.0,51,15.0,5.0,1,258_51_15_5,
1921,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,473.0,UGX,Uganda,Jinja,3114,Jinja,260.0,74,15.0,5.0,1,260_74_15_5,
1730,2012-09-15,Beans - Retail,KG,pulses and nuts,1775.0,UGX,Uganda,Jinja,3114,Jinja,260.0,50,15.0,5.0,5,260_50_15_5,
3019,2012-09-15,Maize - Wholesale,MT,cereals and tubers,546.604,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
1466,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,1600.0,UGX,Uganda,Gulu,3111,Gulu,262.0,74,15.0,5.0,1,262_74_15_5,
2712,2012-09-15,Beans - Wholesale,MT,pulses and nuts,1788.3861,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
4942,2012-09-15,Maize - Wholesale,MT,cereals and tubers,511.07,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
5343,2012-09-15,Millet - Retail,KG,cereals and tubers,913.0,UGX,Uganda,Lira,47082,Lira,263.0,73,15.0,5.0,1,263_73_15_5,
1154,2012-09-15,Sorghum - Retail,KG,cereals and tubers,600.0,UGX,Uganda,Gulu,3111,Gulu,262.0,65,15.0,5.0,1,262_65_15_5,
5553,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,975.0,UGX,Uganda,Lira,47082,Lira,263.0,74,15.0,5.0,1,263_74_15_5,
5912,2012-09-15,Plantains - Retail,KG,vegetables and fruits,1000.0,UGX,Uganda,Lira,47082,Lira,263.0,147,15.0,5.0,4,263_147_15_5,
6107,2012-09-15,Beans - Retail,KG,pulses and nuts,2000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,50,15.0,5.0,5,264_50_15_5,
5062,2012-09-15,Maize - Retail,KG,cereals and tubers,460.0,UGX,Uganda,Lira,47082,Lira,263.0,51,15.0,5.0,1,263_51_15_5,
4824,2012-09-15,Beans - Retail,KG,pulses and nuts,1400.0,UGX,Uganda,Lira,47082,Lira,263.0,50,15.0,5.0,5,263_50_15_5,
3593,2012-09-15,Millet - Retail,KG,cereals and tubers,1650.0,UGX,Uganda,Kampala,42182,Owino,258.0,73,15.0,5.0,1,258_73_15_5,
6303,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,1450.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,67,15.0,5.0,1,264_67_15_5,
2216,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,549.0,UGX,Uganda,Iganga,42179,Iganga,259.0,67,15.0,5.0,1,259_67_15_5,
5145,2012-09-15,Sorghum - Retail,KG,cereals and tubers,725.0,UGX,Uganda,Lira,47082,Lira,263.0,65,15.0,5.0,1,263_65_15_5,
1055,2012-09-15,Beans - Retail,KG,pulses and nuts,2334.0,UGX,Uganda,Gulu,3111,Gulu,262.0,50,15.0,5.0,5,262_50_15_5,
5674,2012-09-15,Maize flour - Retail,KG,cereals and tubers,1400.0,UGX,Uganda,Lira,47082,Lira,263.0,76,15.0,5.0,1,263_76_15_5,
956,2012-09-15,Maize - Wholesale,MT,cereals and tubers,640.076,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3282,2012-09-15,Rice - Wholesale,MT,cereals and tubers,2781.6262,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2310,2012-09-15,Millet - Retail,KG,cereals and tubers,1484.0,UGX,Uganda,Iganga,42179,Iganga,259.0,73,15.0,5.0,1,259_73_15_5,
760,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,450.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,67,15.0,5.0,1,257_67_15_5,
1352,2012-09-15,Millet - Retail,KG,cereals and tubers,967.0,UGX,Uganda,Gulu,3111,Gulu,262.0,73,15.0,5.0,1,262_73_15_5,
3490,2012-09-15,Maize (white) - Retail,KG,cereals and tubers,792.0,UGX,Uganda,Kampala,42182,Owino,258.0,67,15.0,5.0,1,258_67_15_5,
2419,2012-09-15,Cassava flour - Retail,KG,cereals and tubers,1400.0,UGX,Uganda,Iganga,42179,Iganga,259.0,74,15.0,5.0,1,259_74_15_5,
957,2012-10-15,Maize - Wholesale,MT,cereals and tubers,722.032,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3961,2012-10-15,Maize flour - Retail,KG,cereals and tubers,1788.0,UGX,Uganda,Kampala,42182,Owino,258.0,76,15.0,5.0,1,258_76_15_5,
4266,2012-10-15,Plantains - Retail,KG,vegetables and fruits,3791.75,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
6304,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,1387.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,67,15.0,5.0,1,264_67_15_5,
6206,2012-10-15,Sorghum - Retail,KG,cereals and tubers,1850.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,65,15.0,5.0,1,264_65_15_5,
6626,2012-10-15,Maize flour - Retail,KG,cereals and tubers,1992.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,76,15.0,5.0,1,264_76_15_5,
5554,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,937.0,UGX,Uganda,Lira,47082,Lira,263.0,74,15.0,5.0,1,263_74_15_5,
4943,2012-10-15,Maize - Wholesale,MT,cereals and tubers,577.7191,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2420,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,1400.0,UGX,Uganda,Iganga,42179,Iganga,259.0,74,15.0,5.0,1,259_74_15_5,
3491,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,770.0,UGX,Uganda,Kampala,42182,Owino,258.0,67,15.0,5.0,1,258_67_15_5,
1155,2012-10-15,Sorghum - Retail,KG,cereals and tubers,563.0,UGX,Uganda,Gulu,3111,Gulu,262.0,65,15.0,5.0,1,262_65_15_5,
3143,2012-10-15,Maize - Retail,KG,cereals and tubers,900.0,UGX,Uganda,Kampala,42182,Owino,258.0,51,15.0,5.0,1,258_51_15_5,
1922,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,440.0,UGX,Uganda,Jinja,3114,Jinja,260.0,74,15.0,5.0,1,260_74_15_5,
1731,2012-10-15,Beans - Retail,KG,pulses and nuts,1733.0,UGX,Uganda,Jinja,3114,Jinja,260.0,50,15.0,5.0,5,260_50_15_5,
2311,2012-10-15,Millet - Retail,KG,cereals and tubers,1308.0,UGX,Uganda,Iganga,42179,Iganga,259.0,73,15.0,5.0,1,259_73_15_5,
1976,2012-10-15,Maize flour - Retail,KG,cereals and tubers,1433.0,UGX,Uganda,Jinja,3114,Jinja,260.0,76,15.0,5.0,1,260_76_15_5,
1467,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,1475.0,UGX,Uganda,Gulu,3111,Gulu,262.0,74,15.0,5.0,1,262_74_15_5,
1056,2012-10-15,Beans - Retail,KG,pulses and nuts,2279.0,UGX,Uganda,Gulu,3111,Gulu,262.0,50,15.0,5.0,5,262_50_15_5,
1863,2012-10-15,Millet - Retail,KG,cereals and tubers,2444.0,UGX,Uganda,Jinja,3114,Jinja,260.0,73,15.0,5.0,1,260_73_15_5,
5344,2012-10-15,Millet - Retail,KG,cereals and tubers,1135.0,UGX,Uganda,Lira,47082,Lira,263.0,73,15.0,5.0,1,263_73_15_5,
5063,2012-10-15,Maize - Retail,KG,cereals and tubers,600.0,UGX,Uganda,Lira,47082,Lira,263.0,51,15.0,5.0,1,263_51_15_5,
841,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,74,15.0,5.0,1,257_74_15_5,
3283,2012-10-15,Rice - Wholesale,MT,cereals and tubers,2805.5852,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4825,2012-10-15,Beans - Retail,KG,pulses and nuts,1400.0,UGX,Uganda,Lira,47082,Lira,263.0,50,15.0,5.0,5,263_50_15_5,
6514,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,1513.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,74,15.0,5.0,1,264_74_15_5,
1254,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,813.0,UGX,Uganda,Gulu,3111,Gulu,262.0,67,15.0,5.0,1,262_67_15_5,
3020,2012-10-15,Maize - Wholesale,MT,cereals and tubers,638.8961,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
695,2012-10-15,Beans - Retail,KG,pulses and nuts,1642.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,50,15.0,5.0,5,257_50_15_5,
2713,2012-10-15,Beans - Wholesale,MT,pulses and nuts,1542.702,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
3389,2012-10-15,Sorghum - Retail,KG,cereals and tubers,1075.0,UGX,Uganda,Kampala,42182,Owino,258.0,65,15.0,5.0,1,258_65_15_5,
1775,2012-10-15,Sorghum - Retail,KG,cereals and tubers,800.0,UGX,Uganda,Jinja,3114,Jinja,260.0,65,15.0,5.0,1,260_65_15_5,
728,2012-10-15,Sorghum - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,65,15.0,5.0,1,257_65_15_5,
3728,2012-10-15,Cassava flour - Wholesale,KG,cereals and tubers,1183.25,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
2850,2012-10-15,Beans - Retail,KG,pulses and nuts,1815.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
4155,2012-10-15,Plantains - Wholesale,KG,vegetables and fruits,3291.75,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
2123,2012-10-15,Sorghum - Retail,KG,cereals and tubers,813.0,UGX,Uganda,Iganga,42179,Iganga,259.0,65,15.0,5.0,1,259_65_15_5,
6108,2012-10-15,Beans - Retail,KG,pulses and nuts,1875.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,50,15.0,5.0,5,264_50_15_5,
5829,2012-10-15,Plantains - Wholesale,KG,vegetables and fruits,1000.0,UGX,Uganda,Lira,47082,Lira,263.0,147,14.0,5.0,4,263_147_14_5,
2217,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,599.0,UGX,Uganda,Iganga,42179,Iganga,259.0,67,15.0,5.0,1,259_67_15_5,
794,2012-10-15,Millet - Retail,KG,cereals and tubers,2100.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,73,15.0,5.0,1,257_73_15_5,
888,2012-10-15,Maize flour - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,76,15.0,5.0,1,257_76_15_5,
6402,2012-10-15,Millet - Retail,KG,cereals and tubers,2777.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,73,15.0,5.0,1,264_73_15_5,
1580,2012-10-15,Maize flour - Retail,KG,cereals and tubers,1690.0,UGX,Uganda,Gulu,3111,Gulu,262.0,76,15.0,5.0,1,262_76_15_5,
5675,2012-10-15,Maize flour - Retail,KG,cereals and tubers,1486.0,UGX,Uganda,Lira,47082,Lira,263.0,76,15.0,5.0,1,263_76_15_5,
761,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,433.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,67,15.0,5.0,1,257_67_15_5,
5913,2012-10-15,Plantains - Retail,KG,vegetables and fruits,1050.0,UGX,Uganda,Lira,47082,Lira,263.0,147,15.0,5.0,4,263_147_15_5,
2529,2012-10-15,Maize flour - Retail,KG,cereals and tubers,1669.0,UGX,Uganda,Iganga,42179,Iganga,259.0,76,15.0,5.0,1,259_76_15_5,
5245,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,561.0,UGX,Uganda,Lira,47082,Lira,263.0,67,15.0,5.0,1,263_67_15_5,
2029,2012-10-15,Beans - Retail,KG,pulses and nuts,1780.0,UGX,Uganda,Iganga,42179,Iganga,259.0,50,15.0,5.0,5,259_50_15_5,
4703,2012-10-15,Beans - Wholesale,MT,pulses and nuts,1532.2521,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
3839,2012-10-15,Cassava flour - Retail,KG,cereals and tubers,1375.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
1819,2012-10-15,Maize (white) - Retail,KG,cereals and tubers,608.0,UGX,Uganda,Jinja,3114,Jinja,260.0,67,15.0,5.0,1,260_67_15_5,
5146,2012-10-15,Sorghum - Retail,KG,cereals and tubers,708.0,UGX,Uganda,Lira,47082,Lira,263.0,65,15.0,5.0,1,263_65_15_5,
1353,2012-10-15,Millet - Retail,KG,cereals and tubers,954.0,UGX,Uganda,Gulu,3111,Gulu,262.0,73,15.0,5.0,1,262_73_15_5,
3594,2012-10-15,Millet - Retail,KG,cereals and tubers,1397.0,UGX,Uganda,Kampala,42182,Owino,258.0,73,15.0,5.0,1,258_73_15_5,
5456,2012-10-15,Cassava flour - Wholesale,KG,cereals and tubers,810.0,UGX,Uganda,Lira,47082,Lira,263.0,74,14.0,5.0,1,263_74_14_5,
2530,2012-11-15,Maize flour - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Iganga,42179,Iganga,259.0,76,15.0,5.0,1,259_76_15_5,
1776,2012-11-15,Sorghum - Retail,KG,cereals and tubers,703.0,UGX,Uganda,Jinja,3114,Jinja,260.0,65,15.0,5.0,1,260_65_15_5,
1864,2012-11-15,Millet - Retail,KG,cereals and tubers,1717.0,UGX,Uganda,Jinja,3114,Jinja,260.0,73,15.0,5.0,1,260_73_15_5,
958,2012-11-15,Maize - Wholesale,MT,cereals and tubers,791.98,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
1156,2012-11-15,Sorghum - Retail,KG,cereals and tubers,540.0,UGX,Uganda,Gulu,3111,Gulu,262.0,65,15.0,5.0,1,262_65_15_5,
762,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,549.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,67,15.0,5.0,1,257_67_15_5,
1820,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,680.0,UGX,Uganda,Jinja,3114,Jinja,260.0,67,15.0,5.0,1,260_67_15_5,
5676,2012-11-15,Maize flour - Retail,KG,cereals and tubers,1667.0,UGX,Uganda,Lira,47082,Lira,263.0,76,15.0,5.0,1,263_76_15_5,
3390,2012-11-15,Sorghum - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Kampala,42182,Owino,258.0,65,15.0,5.0,1,258_65_15_5,
4156,2012-11-15,Plantains - Wholesale,KG,vegetables and fruits,3333.6699,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
842,2012-11-15,Cassava flour - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,74,15.0,5.0,1,257_74_15_5,
3492,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,800.0,UGX,Uganda,Kampala,42182,Owino,258.0,67,15.0,5.0,1,258_67_15_5,
5555,2012-11-15,Cassava flour - Retail,KG,cereals and tubers,1167.0,UGX,Uganda,Lira,47082,Lira,263.0,74,15.0,5.0,1,263_74_15_5,
2714,2012-11-15,Beans - Wholesale,MT,pulses and nuts,1392.4701,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
1354,2012-11-15,Millet - Retail,KG,cereals and tubers,1075.0,UGX,Uganda,Gulu,3111,Gulu,262.0,73,15.0,5.0,1,262_73_15_5,
729,2012-11-15,Sorghum - Retail,KG,cereals and tubers,800.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,65,15.0,5.0,1,257_65_15_5,
3729,2012-11-15,Cassava flour - Wholesale,KG,cereals and tubers,1200.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
2124,2012-11-15,Sorghum - Retail,KG,cereals and tubers,942.0,UGX,Uganda,Iganga,42179,Iganga,259.0,65,15.0,5.0,1,259_65_15_5,
6109,2012-11-15,Beans - Retail,KG,pulses and nuts,1867.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,50,15.0,5.0,5,264_50_15_5,
2218,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,705.0,UGX,Uganda,Iganga,42179,Iganga,259.0,67,15.0,5.0,1,259_67_15_5,
6403,2012-11-15,Millet - Retail,KG,cereals and tubers,2767.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,73,15.0,5.0,1,264_73_15_5,
5457,2012-11-15,Cassava flour - Wholesale,KG,cereals and tubers,970.0,UGX,Uganda,Lira,47082,Lira,263.0,74,14.0,5.0,1,263_74_14_5,
3595,2012-11-15,Millet - Retail,KG,cereals and tubers,1425.0,UGX,Uganda,Kampala,42182,Owino,258.0,73,15.0,5.0,1,258_73_15_5,
795,2012-11-15,Millet - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,73,15.0,5.0,1,257_73_15_5,
3840,2012-11-15,Cassava flour - Retail,KG,cereals and tubers,1234.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
3021,2012-11-15,Maize - Wholesale,MT,cereals and tubers,656.565,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2030,2012-11-15,Beans - Retail,KG,pulses and nuts,1708.0,UGX,Uganda,Iganga,42179,Iganga,259.0,50,15.0,5.0,5,259_50_15_5,
5914,2012-11-15,Plantains - Retail,KG,vegetables and fruits,1150.0,UGX,Uganda,Lira,47082,Lira,263.0,147,15.0,5.0,4,263_147_15_5,
889,2012-11-15,Maize flour - Retail,KG,cereals and tubers,2183.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,76,15.0,5.0,1,257_76_15_5,
6207,2012-11-15,Sorghum - Retail,KG,cereals and tubers,1850.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,65,15.0,5.0,1,264_65_15_5,
3284,2012-11-15,Rice - Wholesale,MT,cereals and tubers,2941.7092,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
6305,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,1225.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,67,15.0,5.0,1,264_67_15_5,
3962,2012-11-15,Maize flour - Retail,KG,cereals and tubers,1634.0,UGX,Uganda,Kampala,42182,Owino,258.0,76,15.0,5.0,1,258_76_15_5,
1977,2012-11-15,Maize flour - Retail,KG,cereals and tubers,1258.0,UGX,Uganda,Jinja,3114,Jinja,260.0,76,15.0,5.0,1,260_76_15_5,
2421,2012-11-15,Cassava flour - Retail,KG,cereals and tubers,1400.0,UGX,Uganda,Iganga,42179,Iganga,259.0,74,15.0,5.0,1,259_74_15_5,
3144,2012-11-15,Maize - Retail,KG,cereals and tubers,1350.0,UGX,Uganda,Kampala,42182,Owino,258.0,51,15.0,5.0,1,258_51_15_5,
5345,2012-11-15,Millet - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Lira,47082,Lira,263.0,73,15.0,5.0,1,263_73_15_5,
1057,2012-11-15,Beans - Retail,KG,pulses and nuts,2413.0,UGX,Uganda,Gulu,3111,Gulu,262.0,50,15.0,5.0,5,262_50_15_5,
1923,2012-11-15,Cassava flour - Retail,KG,cereals and tubers,542.0,UGX,Uganda,Jinja,3114,Jinja,260.0,74,15.0,5.0,1,260_74_15_5,
2312,2012-11-15,Millet - Retail,KG,cereals and tubers,1263.0,UGX,Uganda,Iganga,42179,Iganga,259.0,73,15.0,5.0,1,259_73_15_5,
5830,2012-11-15,Plantains - Wholesale,KG,vegetables and fruits,1140.0,UGX,Uganda,Lira,47082,Lira,263.0,147,14.0,5.0,4,263_147_14_5,
696,2012-11-15,Beans - Retail,KG,pulses and nuts,1408.0,UGX,Uganda,Kyankwanzi,1344,Kiboga,257.0,50,15.0,5.0,5,257_50_15_5,
2851,2012-11-15,Beans - Retail,KG,pulses and nuts,1492.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
1581,2012-11-15,Maize flour - Retail,KG,cereals and tubers,1559.0,UGX,Uganda,Gulu,3111,Gulu,262.0,76,15.0,5.0,1,262_76_15_5,
5147,2012-11-15,Sorghum - Retail,KG,cereals and tubers,775.0,UGX,Uganda,Lira,47082,Lira,263.0,65,15.0,5.0,1,263_65_15_5,
1732,2012-11-15,Beans - Retail,KG,pulses and nuts,1744.0,UGX,Uganda,Jinja,3114,Jinja,260.0,50,15.0,5.0,5,260_50_15_5,
1255,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,929.0,UGX,Uganda,Gulu,3111,Gulu,262.0,67,15.0,5.0,1,262_67_15_5,
6627,2012-11-15,Maize flour - Retail,KG,cereals and tubers,1934.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,76,15.0,5.0,1,264_76_15_5,
5246,2012-11-15,Maize (white) - Retail,KG,cereals and tubers,683.0,UGX,Uganda,Lira,47082,Lira,263.0,67,15.0,5.0,1,263_67_15_5,
4826,2012-11-15,Beans - Retail,KG,pulses and nuts,1400.0,UGX,Uganda,Lira,47082,Lira,263.0,50,15.0,5.0,5,263_50_15_5,
4944,2012-11-15,Maize - Wholesale,MT,cereals and tubers,630.142,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
5064,2012-11-15,Maize - Retail,KG,cereals and tubers,700.0,UGX,Uganda,Lira,47082,Lira,263.0,51,15.0,5.0,1,263_51_15_5,
6515,2012-11-15,Cassava flour - Retail,KG,cereals and tubers,1425.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,74,15.0,5.0,1,264_74_15_5,
4267,2012-11-15,Plantains - Retail,KG,vegetables and fruits,3917.0,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
4704,2012-11-15,Beans - Wholesale,MT,pulses and nuts,1314.702,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
