,date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
0,#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2939,2006-01-15,Maize - Wholesale,MT,cereals and tubers,345.419,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
904,2006-01-15,Maize - Wholesale,MT,cereals and tubers,298.399,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4911,2006-01-15,Maize - Wholesale,MT,cereals and tubers,247.761,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
3202,2006-01-15,Rice - Wholesale,MT,cereals and tubers,1013.399,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
905,2006-02-15,Maize - Wholesale,MT,cereals and tubers,296.588,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3203,2006-02-15,Rice - Wholesale,MT,cereals and tubers,1028.6421,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2940,2006-02-15,Maize - Wholesale,MT,cereals and tubers,347.225,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4912,2006-02-15,Maize - Wholesale,MT,cereals and tubers,253.185,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2941,2006-03-15,Maize - Wholesale,MT,cereals and tubers,394.363,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
906,2006-03-15,Maize - Wholesale,MT,cereals and tubers,296.677,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4913,2006-03-15,Maize - Wholesale,MT,cereals and tubers,282.205,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
3204,2006-03-15,Rice - Wholesale,MT,cereals and tubers,1133.9091,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
907,2006-04-15,Maize - Wholesale,MT,cereals and tubers,291.77,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4914,2006-04-15,Maize - Wholesale,MT,cereals and tubers,315.04,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2942,2006-04-15,Maize - Wholesale,MT,cereals and tubers,393.8,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3205,2006-04-15,Rice - Wholesale,MT,cereals and tubers,1074.0,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4915,2006-05-15,Maize - Wholesale,MT,cereals and tubers,347.26,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
908,2006-05-15,Maize - Wholesale,MT,cereals and tubers,291.77,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3206,2006-05-15,Rice - Wholesale,MT,cereals and tubers,1292.379,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2943,2006-05-15,Maize - Wholesale,MT,cereals and tubers,429.6,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2944,2006-06-15,Maize - Wholesale,MT,cereals and tubers,395.988,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3207,2006-06-15,Rice - Wholesale,MT,cereals and tubers,1258.171,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
909,2006-06-15,Maize - Wholesale,MT,cereals and tubers,366.353,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4916,2006-06-15,Maize - Wholesale,MT,cereals and tubers,358.0,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
3208,2006-07-15,Rice - Wholesale,MT,cereals and tubers,1109.576,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2945,2006-07-15,Maize - Wholesale,MT,cereals and tubers,300.634,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
910,2006-07-15,Maize - Wholesale,MT,cereals and tubers,370.183,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2946,2006-08-15,Maize - Wholesale,MT,cereals and tubers,216.567,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
911,2006-08-15,Maize - Wholesale,MT,cereals and tubers,312.278,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3209,2006-08-15,Rice - Wholesale,MT,cereals and tubers,1098.447,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2947,2006-09-15,Maize - Wholesale,MT,cereals and tubers,267.711,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3210,2006-09-15,Rice - Wholesale,MT,cereals and tubers,1134.1361,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
912,2006-09-15,Maize - Wholesale,MT,cereals and tubers,255.542,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3211,2006-10-15,Rice - Wholesale,MT,cereals and tubers,1140.962,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2948,2006-10-15,Maize - Wholesale,MT,cereals and tubers,271.907,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4917,2006-10-15,Maize - Wholesale,MT,cereals and tubers,247.999,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
913,2006-10-15,Maize - Wholesale,MT,cereals and tubers,265.748,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2949,2006-11-15,Maize - Wholesale,MT,cereals and tubers,303.105,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3212,2006-11-15,Rice - Wholesale,MT,cereals and tubers,1183.4611,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4918,2006-11-15,Maize - Wholesale,MT,cereals and tubers,315.543,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
914,2006-11-15,Maize - Wholesale,MT,cereals and tubers,280.55,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3213,2006-12-15,Rice - Wholesale,MT,cereals and tubers,1244.978,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
915,2006-12-15,Maize - Wholesale,MT,cereals and tubers,290.241,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4919,2006-12-15,Maize - Wholesale,MT,cereals and tubers,349.732,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2950,2006-12-15,Maize - Wholesale,MT,cereals and tubers,337.113,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3214,2007-01-15,Rice - Wholesale,MT,cereals and tubers,1206.6111,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
916,2007-01-15,Maize - Wholesale,MT,cereals and tubers,281.574,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2951,2007-01-15,Maize - Wholesale,MT,cereals and tubers,264.328,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3215,2007-02-15,Rice - Wholesale,MT,cereals and tubers,1229.139,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2952,2007-02-15,Maize - Wholesale,MT,cereals and tubers,259.059,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3216,2007-03-15,Rice - Wholesale,MT,cereals and tubers,1199.6101,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2953,2007-03-15,Maize - Wholesale,MT,cereals and tubers,253.315,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2954,2007-04-15,Maize - Wholesale,MT,cereals and tubers,241.13,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3217,2007-04-15,Rice - Wholesale,MT,cereals and tubers,1154.9191,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
917,2007-05-15,Maize - Wholesale,MT,cereals and tubers,315.474,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3218,2007-05-15,Rice - Wholesale,MT,cereals and tubers,1140.149,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2955,2007-05-15,Maize - Wholesale,MT,cereals and tubers,249.619,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2956,2007-06-15,Maize - Wholesale,MT,cereals and tubers,222.75,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3219,2007-06-15,Rice - Wholesale,MT,cereals and tubers,980.7601,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
918,2007-06-15,Maize - Wholesale,MT,cereals and tubers,301.125,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2957,2007-07-15,Maize - Wholesale,MT,cereals and tubers,228.78,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3220,2007-07-15,Rice - Wholesale,MT,cereals and tubers,867.821,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
919,2007-07-15,Maize - Wholesale,MT,cereals and tubers,348.624,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
920,2007-08-15,Maize - Wholesale,MT,cereals and tubers,330.77,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3221,2007-08-15,Rice - Wholesale,MT,cereals and tubers,824.04,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2958,2007-08-15,Maize - Wholesale,MT,cereals and tubers,214.867,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
921,2007-09-15,Maize - Wholesale,MT,cereals and tubers,314.24,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3222,2007-09-15,Rice - Wholesale,MT,cereals and tubers,851.936,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2959,2007-09-15,Maize - Wholesale,MT,cereals and tubers,203.749,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
922,2007-10-15,Maize - Wholesale,MT,cereals and tubers,331.469,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2960,2007-10-15,Maize - Wholesale,MT,cereals and tubers,208.5,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3223,2007-10-15,Rice - Wholesale,MT,cereals and tubers,980.428,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2961,2007-11-15,Maize - Wholesale,MT,cereals and tubers,254.695,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
923,2007-11-15,Maize - Wholesale,MT,cereals and tubers,359.611,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3224,2007-11-15,Rice - Wholesale,MT,cereals and tubers,1018.462,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
3225,2007-12-15,Rice - Wholesale,MT,cereals and tubers,1055.7001,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2962,2007-12-15,Maize - Wholesale,MT,cereals and tubers,274.695,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
924,2007-12-15,Maize - Wholesale,MT,cereals and tubers,376.433,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3226,2008-01-15,Rice - Wholesale,MT,cereals and tubers,1150.6471,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2963,2008-01-15,Maize - Wholesale,MT,cereals and tubers,305.337,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2656,2008-01-15,Beans - Wholesale,MT,pulses and nuts,996.0101,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
925,2008-02-15,Maize - Wholesale,MT,cereals and tubers,414.737,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2964,2008-02-15,Maize - Wholesale,MT,cereals and tubers,289.624,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2657,2008-02-15,Beans - Wholesale,MT,pulses and nuts,1011.0551,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
3227,2008-02-15,Rice - Wholesale,MT,cereals and tubers,1147.4301,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
3228,2008-03-15,Rice - Wholesale,MT,cereals and tubers,1121.691,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2658,2008-03-15,Beans - Wholesale,MT,pulses and nuts,1075.2411,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
926,2008-03-15,Maize - Wholesale,MT,cereals and tubers,483.232,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2965,2008-03-15,Maize - Wholesale,MT,cereals and tubers,343.003,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2966,2008-04-15,Maize - Wholesale,MT,cereals and tubers,404.272,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2659,2008-04-15,Beans - Wholesale,MT,pulses and nuts,1201.13,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
3229,2008-04-15,Rice - Wholesale,MT,cereals and tubers,1407.2821,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
3230,2008-05-15,Rice - Wholesale,MT,cereals and tubers,1550.097,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2660,2008-05-15,Beans - Wholesale,MT,pulses and nuts,1214.312,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
2967,2008-05-15,Maize - Wholesale,MT,cereals and tubers,504.076,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4680,2008-06-15,Beans - Wholesale,MT,pulses and nuts,957.9351,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
3231,2008-06-15,Rice - Wholesale,MT,cereals and tubers,1415.3091,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4920,2008-06-15,Maize - Wholesale,MT,cereals and tubers,401.511,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2661,2008-06-15,Beans - Wholesale,MT,pulses and nuts,1146.2101,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
927,2008-06-15,Maize - Wholesale,MT,cereals and tubers,527.773,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2968,2008-06-15,Maize - Wholesale,MT,cereals and tubers,597.963,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4681,2008-07-15,Beans - Wholesale,MT,pulses and nuts,1112.3241,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
3677,2008-07-15,Cassava flour - Wholesale,KG,cereals and tubers,514.29,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
3232,2008-07-15,Rice - Wholesale,MT,cereals and tubers,1541.3021,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4921,2008-07-15,Maize - Wholesale,MT,cereals and tubers,556.162,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
4215,2008-07-15,Plantains - Retail,KG,vegetables and fruits,266.25,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
2662,2008-07-15,Beans - Wholesale,MT,pulses and nuts,1054.291,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
4104,2008-07-15,Plantains - Wholesale,KG,vegetables and fruits,206.25,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
3788,2008-07-15,Cassava flour - Retail,KG,cereals and tubers,700.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
928,2008-07-15,Maize - Wholesale,MT,cereals and tubers,591.596,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2969,2008-07-15,Maize - Wholesale,MT,cereals and tubers,560.672,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3789,2008-08-15,Cassava flour - Retail,KG,cereals and tubers,715.38,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
4216,2008-08-15,Plantains - Retail,KG,vegetables and fruits,310.0,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
3678,2008-08-15,Cassava flour - Wholesale,KG,cereals and tubers,576.15,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
4922,2008-08-15,Maize - Wholesale,MT,cereals and tubers,384.212,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
4682,2008-08-15,Beans - Wholesale,MT,pulses and nuts,1057.7881,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
2970,2008-08-15,Maize - Wholesale,MT,cereals and tubers,415.881,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4105,2008-08-15,Plantains - Wholesale,KG,vegetables and fruits,266.15,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
2663,2008-08-15,Beans - Wholesale,MT,pulses and nuts,1217.6621,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
929,2008-08-15,Maize - Wholesale,MT,cereals and tubers,504.551,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3233,2008-08-15,Rice - Wholesale,MT,cereals and tubers,1721.0061,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
3679,2008-09-15,Cassava flour - Wholesale,KG,cereals and tubers,596.67,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
3234,2008-09-15,Rice - Wholesale,MT,cereals and tubers,1749.65,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4106,2008-09-15,Plantains - Wholesale,KG,vegetables and fruits,308.89,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
3790,2008-09-15,Cassava flour - Retail,KG,cereals and tubers,744.44,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
4217,2008-09-15,Plantains - Retail,KG,vegetables and fruits,351.11,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
930,2008-09-15,Maize - Wholesale,MT,cereals and tubers,580.837,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
2664,2008-09-15,Beans - Wholesale,MT,pulses and nuts,1358.8051,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
2971,2008-09-15,Maize - Wholesale,MT,cereals and tubers,494.57,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3235,2008-10-15,Rice - Wholesale,MT,cereals and tubers,1573.968,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
2665,2008-10-15,Beans - Wholesale,MT,pulses and nuts,1174.885,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
3791,2008-10-15,Cassava flour - Retail,KG,cereals and tubers,710.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
2972,2008-10-15,Maize - Wholesale,MT,cereals and tubers,604.89,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3680,2008-10-15,Cassava flour - Wholesale,KG,cereals and tubers,553.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
931,2008-10-15,Maize - Wholesale,MT,cereals and tubers,723.919,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4218,2008-10-15,Plantains - Retail,KG,vegetables and fruits,425.0,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
4107,2008-10-15,Plantains - Wholesale,KG,vegetables and fruits,378.0,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
2802,2008-10-15,Beans - Retail,KG,pulses and nuts,1570.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
3792,2008-11-15,Cassava flour - Retail,KG,cereals and tubers,787.5,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
4108,2008-11-15,Plantains - Wholesale,KG,vegetables and fruits,385.45,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
932,2008-11-15,Maize - Wholesale,MT,cereals and tubers,755.109,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
4219,2008-11-15,Plantains - Retail,KG,vegetables and fruits,407.27,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
2973,2008-11-15,Maize - Wholesale,MT,cereals and tubers,642.789,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2803,2008-11-15,Beans - Retail,KG,pulses and nuts,1408.33,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
3236,2008-11-15,Rice - Wholesale,MT,cereals and tubers,1505.2501,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
3681,2008-11-15,Cassava flour - Wholesale,KG,cereals and tubers,643.33,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
2666,2008-11-15,Beans - Wholesale,MT,pulses and nuts,948.895,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
2804,2008-12-15,Beans - Retail,KG,pulses and nuts,1400.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
2667,2008-12-15,Beans - Wholesale,MT,pulses and nuts,1085.292,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
4220,2008-12-15,Plantains - Retail,KG,vegetables and fruits,412.5,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
3237,2008-12-15,Rice - Wholesale,MT,cereals and tubers,1342.348,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4109,2008-12-15,Plantains - Wholesale,KG,vegetables and fruits,370.63,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
2974,2008-12-15,Maize - Wholesale,MT,cereals and tubers,605.785,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
3682,2008-12-15,Cassava flour - Wholesale,KG,cereals and tubers,616.25,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
933,2008-12-15,Maize - Wholesale,MT,cereals and tubers,733.116,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
3793,2008-12-15,Cassava flour - Retail,KG,cereals and tubers,775.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
3683,2009-01-15,Cassava flour - Wholesale,KG,cereals and tubers,646.92,UGX,Uganda,Kampala,42182,Owino,258.0,74,14.0,5.0,1,258_74_14_5,
4110,2009-01-15,Plantains - Wholesale,KG,vegetables and fruits,346.15,UGX,Uganda,Kampala,42182,Owino,258.0,147,14.0,5.0,4,258_147_14_5,
2975,2009-01-15,Maize - Wholesale,MT,cereals and tubers,503.449,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
2805,2009-01-15,Beans - Retail,KG,pulses and nuts,1500.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
3794,2009-01-15,Cassava flour - Retail,KG,cereals and tubers,776.92,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
4221,2009-01-15,Plantains - Retail,KG,vegetables and fruits,395.0,UGX,Uganda,Kampala,42182,Owino,258.0,147,15.0,5.0,4,258_147_15_5,
3238,2009-01-15,Rice - Wholesale,MT,cereals and tubers,1406.925,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
4683,2009-01-15,Beans - Wholesale,MT,pulses and nuts,725.902,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
4923,2009-01-15,Maize - Wholesale,MT,cereals and tubers,532.7191,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2668,2009-01-15,Beans - Wholesale,MT,pulses and nuts,1087.024,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
2976,2009-02-15,Maize - Wholesale,MT,cereals and tubers,497.88,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4924,2009-02-15,Maize - Wholesale,MT,cereals and tubers,534.672,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
3239,2009-02-15,Rice - Wholesale,MT,cereals and tubers,1469.8201,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
934,2009-02-15,Maize - Wholesale,MT,cereals and tubers,437.459,UGX,Uganda,Busia,3110,Busia,2665.0,51,14.0,18.0,1,2665_51_14_18,
